,Tweet,tags,Processed_Tweets,Tweets_Adjectives,Tweets_Sentiment,Subjectivity,Polarity,Sentiment
809,"b'ff5 nausea and vomiting: common etiologies and management by andrew kamell md, sean marks, md, and james hallenbeck... https://t.co/2mjtx5kf4v'",nausea,b'ff nausea vomiting common etiologies management andrew kamell md sean marks md james hallenbeck ...,common md sean,ff nausea vomiting common etiology management andrew kamell md sean mark md james hallenbeck ...,0.5,-0.3,Negative
810,b'@allaboutnaae17 @lulbaaby9 i was about to say my mom smoked with me bc of her nausea. the doctor said it was alrigh... https://t.co/torknfirnz',nausea,b say mom smoked bc nausea doctor said alrigh ...,bc,say mom smoked bc nausea doctor said alrigh ...,0.0,0.0,Neutral
811,b'aim for zero... new off-patent five-drug multimodal approach to prevent postoperative nausea &amp; vomiting by williams... https://t.co/ikbfcs9bzr',nausea,b'aim zero ... new off-patent five-drug multimodal approach prevent postoperative nausea amp vomiting williams ...,new offpatent fivedrug postoperative,aim zero ... new off-patent five-drug multimodal approach prevent postoperative nausea amp vomiting williams ...,0.45454545454545453,0.13636363636363635,Positive
812,"b'@hmelowriter i hope the day goes well nonetheless, fully justifiable nausea notwithstanding. in any case, enjoy a d... https://t.co/yhnyf5moni'",nausea,b hope day goes well nonetheless fully justifiable nausea notwithstanding case enjoy ...,justifiable,hope day go well nonetheless fully justifiable nausea notwithstanding case enjoy ...,0.5,0.4,Positive
813,b'this vomiting and nausea before and during the periods',nausea,b'this vomiting nausea periods,,this vomiting nausea period,0.0,0.0,Neutral
814,"b'@jorymicah allowed people with aids symptoms to actually eat by easing nausea, improving their outcomes'",nausea,b allowed people aids symptoms actually eat easing nausea improving outcomes,,allowed people aid symptom actually eat easing nausea improving outcome,0.1,0.0,Neutral
815,b'this valentines day shit is nausea inducing but @magichowlings is pretty cool. \n\n https://t.co/wedexdvw27',nausea,b'this valentines day shit nausea inducing pretty cool \n\n,this cool,this valentine day shit nausea inducing pretty cool \n\n,0.8166666666666668,0.13333333333333333,Positive
816,b'the nausea has finally subsided.  \n\ntoday is cleaning day.  my car is a horrible mess.  the gaffer is going to tack... https://t.co/n2coxrfa0o',nausea,b'the nausea finally subsided \n\ntoday cleaning day car horrible mess gaffer going tack ...,  today horrible,the nausea finally subsided \n\ntoday cleaning day car horrible mess gaffer going tack ...,0.725,-0.39166666666666666,Negative
817,b'ive had passive nausea for like 4 days and i cant tell if its the spiro or not',nausea,b'ive passive nausea like days cant tell spiro,ive passive,ive passive nausea like day cant tell spiro,0.0,0.0,Neutral
818,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/hazy31fw0u'",nausea,b'nausea wobbling confusion dogs getting sick discarded weed,,nausea wobbling confusion dog getting sick discarded weed,0.8571428571428571,-0.7142857142857143,Negative
819,b'@bertrandmyd doctor horroris nausea.',nausea,b doctor horroris nausea,,doctor horroris nausea,0.0,0.0,Neutral
820,b'@missshrey_ @lulbaaby9 nausea but also to eat if you have crazy morning sickness',nausea,b nausea also eat crazy morning sickness,eat crazy,nausea also eat crazy morning sickness,0.9,-0.6,Negative
821,"b'@hbloodedheroine iirc they experimented with portal vr when making alyx, it was apparently fairly nausea inducing though'",nausea,b iirc experimented portal vr making alyx apparently fairly nausea inducing though,poal nausea,iirc experimented portal vr making alyx apparently fairly nausea inducing though,0.9,0.7,Positive
822,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/sbkeab6f2n'",nausea,b'nausea wobbling confusion dogs getting sick discarded weed,,nausea wobbling confusion dog getting sick discarded weed,0.8571428571428571,-0.7142857142857143,Negative
823,b'i was recovering from the feeling of nausea and didnt even realize they released a song https://t.co/unfaghtngx',nausea,b recovering feeling nausea didnt even realize released song,,recovering feeling nausea didnt even realize released song,0.0,0.0,Neutral
824,"b""@perkelekurwa @croaker501 no, via boat. it's the most nausea inducing way to get the point across.""",nausea,b '' via boat 's nausea inducing way get point across '',,`` via boat 's nausea inducing way get point across ``,0.0,0.0,Neutral
825,b'@mrjamesmahon him being deeply embedded with the qatar royals isnt exactly curing my nausea over this.',nausea,b deeply embedded qatar royals isnt exactly curing nausea,,deeply embedded qatar royal isnt exactly curing nausea,0.325,0.125,Positive
826,b'@anokayguy343 okay because liver failure is vomiting and nausea and mailaise and jaundice and tremors and disorient... https://t.co/opxnidxegv',nausea,b okay liver failure vomiting nausea mailaise jaundice tremors disorient ...,,okay liver failure vomiting nausea mailaise jaundice tremor disorient ...,0.4,0.09166666666666665,Positive
827,b'@maggiieetg id be a bit too paranoid to smoke while im pragnt but i kinda get it if its like to help w the nausea... https://t.co/nddzxreivj',nausea,b id bit paranoid smoke im pragnt kinda get like help w nausea ...,paranoid,id bit paranoid smoke im pragnt kinda get like help w nausea ...,0.0,0.0,Neutral
828,b'rt @elainer11517360: @jomilleweb nausea.',nausea,b'rt nausea,, nausea,0.0,0.0,Neutral
829,b'i have been having the worst morning nausea',nausea,b worst morning nausea,,worst morning nausea,1.0,-1.0,Negative
830,"b'hoooo, my nausea today is unreal'",nausea,b'hoooo nausea today unreal,unreal,hoooo nausea today unreal,0.0,0.0,Neutral
831,"b'rt @heartfeltbot: @mnd_mldzzz im nothing but nausea, nothing but reverie, nothing but longing.\nim something very far removed, and i keep...'",nausea,b'rt im nothing nausea nothing reverie nothing longing.\nim something far removed keep ...,, im nothing nausea nothing reverie nothing longing.\nim something far removed keep ...,1.0,0.1,Positive
832,b'if there is one thing a hbo show is going to do.  its flash some penis and be as all inclusive as possible.  lol at nausea',nausea,b'if one thing hbo show going flash penis inclusive possible lol nausea,flash inclusive possible,if one thing hbo show going flash penis inclusive possible lol nausea,0.85,0.4,Positive
833,b'@tedcruz the same corrupt gang of woke cultists that bloviates ad nausea about stopping misinformation.',nausea,b corrupt gang woke cultists bloviates ad nausea stopping misinformation,,corrupt gang woke cultist bloviates ad nausea stopping misinformation,1.0,-0.5,Negative
834,b'also my random bouts of nausea is back. been fighting for my life',nausea,b'also random bouts nausea back fighting life,,also random bout nausea back fighting life,0.25,-0.25,Negative
835,b'rt @dorohedorocover: q hayashida presents nausea and vomit https://t.co/tlcr8q81ro',nausea,b'rt q hayashida presents nausea vomit,nausea, q hayashida present nausea vomit,0.0,0.0,Neutral
836,b'@sebgorka the same corrupt gang of woke cultists that bloviates ad nausea about stopping misinformation.',nausea,b corrupt gang woke cultists bloviates ad nausea stopping misinformation,,corrupt gang woke cultist bloviates ad nausea stopping misinformation,1.0,-0.5,Negative
837,"b'@kevesdefender ""the only feeling i get is nausea from all of kite\'s antics.""'",nausea,b `` feeling get nausea kite\ 's antics '',feeling,`` feeling get nausea kite\ 's antic ``,0.0,0.0,Neutral
838,b'@zerohedge the same corrupt gang of woke cultists that bloviates ad nausea about stopping misinformation.',nausea,b corrupt gang woke cultists bloviates ad nausea stopping misinformation,,corrupt gang woke cultist bloviates ad nausea stopping misinformation,1.0,-0.5,Negative
839,b'@j_dot_j he had been doing fine until a double eye infection necessitated some meds that cause really severe nausea... https://t.co/pvrlcajzvq',nausea,b fine double eye infection necessitated meds cause really severe nausea ...,double severe,fine double eye infection necessitated med cause really severe nausea ...,0.2333333333333333,0.20555555555555557,Positive
840,b'@pondersleuth thank you!  the nausea is gone. i think it was a bad reaction to some over the counter stuff.',nausea,b thank nausea gone think bad reaction counter stuff,bad,thank nausea gone think bad reaction counter stuff,0.6666666666666666,-0.6999999999999998,Negative
841,b'@45lvnancy @fitfan777 @gunthereagleman the same corrupt gang of woke cultists that bloviates ad nausea about stopping misinformation.',nausea,b corrupt gang woke cultists bloviates ad nausea stopping misinformation,,corrupt gang woke cultist bloviates ad nausea stopping misinformation,1.0,-0.5,Negative
842,b'nausea  https://t.co/othoggsxyz',nausea,b'nausea,,nausea,0.0,0.0,Neutral
843,"b'rt @empressdf222: the nausea sat in the heart chakra space. dark energies, low vibe as i watched the evil of this world at play. now, we mu...'",nausea,b'rt nausea sat heart chakra space dark energies low vibe watched evil world play mu ...,low evil, nausea sat heachakra space dark energy low vibe watched evil world play mu ...,0.5666666666666667,-0.3833333333333333,Negative
844,"b'the nausea sat in the heart chakra space. dark energies, low vibe as i watched the evil of this world at play. now,... https://t.co/yl68px1okk'",nausea,b'the nausea sat heart chakra space dark energies low vibe watched evil world play ...,low evil,the nausea sat heachakra space dark energy low vibe watched evil world play ...,0.5666666666666667,-0.3833333333333333,Negative
845,"b'@erythritolking ahh makes sense, i took some just now with some tea, and were struggling with nausea, but so far im fine.'",nausea,b ahh makes sense took tea struggling nausea far im fine,im fine,ahh make sense took tea struggling nausea far im fine,0.75,0.25833333333333336,Positive
846,"b'@leedsallover let you know, im three rows behind him  ill set graham on him. that lad nausea em up for fun!!'",nausea,b let know im three rows behind ill set graham lad nausea em fun,im ill lad,let know im three row behind ill set graham lad nausea em fun,0.6333333333333333,-0.20000000000000004,Negative
847,b'new pickups also nausea by jp sartre not included https://t.co/l3inpyhmvr',nausea,b'new pickups also nausea jp sartre included,,new pickup also nausea jp sartre included,0.45454545454545453,0.13636363636363635,Positive
848,b'ofc im fine. im just shaking and the nausea isnt killing me:))',nausea,b'ofc im fine im shaking nausea isnt killing,fine,ofc im fine im shaking nausea isnt killing,0.5,0.4166666666666667,Positive
849,"b'@whatsthetee__ all that dancing, lights, elevating platforms and no breathlessness, nausea, or losing balance wow'",nausea,b dancing lights elevating platforms breathlessness nausea losing balance wow,breathlessness,dancing light elevating platform breathlessness nausea losing balance wow,0.85,0.25,Positive
850,"b'@kahrsanita @trublumarin @secretarypete @elleryinphx you  have  dead  frogs &amp;  fish,  nausea  and  burning  eyes  i... https://t.co/p0p5memhki'",nausea,b dead frogs amp fish nausea burning eyes ...,dead fish,dead frog amp fish nausea burning eye ...,0.4,-0.2,Negative
851,b'@hellogines @chelseahandler being wine drunk all the time probably gives her insane nausea and headaches.',nausea,b wine drunk time probably gives insane nausea headaches,insane,wine drunk time probably give insane nausea headache,1.0,-0.75,Negative
852,"b'@katbaker2017 yeah the nausea medicine is good, i dont know how it would be without, but i had also problems. felt... https://t.co/bs8j7oscfr'",nausea,b yeah nausea medicine good dont know would without also problems felt ...,good,yeah nausea medicine good dont know would without also problem felt ...,0.6000000000000001,0.7,Positive
853,b'@apapell horroris nausea',nausea,b horroris nausea,,horroris nausea,0.0,0.0,Neutral
854,"b""@mattmackerel 8 cycles every 2 weeks. last night was tough, nausea medicine didn't work well enough like i thought it would.""",nausea,b '' cycles every weeks last night tough nausea medicine n't work well enough like thought would '',last tough,`` cycle every week last night tough nausea medicine n't work well enough like thought would ``,0.4666666666666666,-0.12962962962962962,Negative
