,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final
736,"b""here's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss https://t.co/1redzxipw0""",fever,  's purky cabin fever dday purple kiss is back  ,0,0,Neutral,"['purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",Authentic Happiness by Martin Seligman (book)
737,b'should i boost my fever ? @elonmusk https://t.co/i7nxvekgxe',fever,should boost fever,0,0,Neutral,['fever'],[],The Power of Positive Thinking by Norman Vincent Peale (book)
738,b'#aortaed @rktvascular 13 year old with history of fever for 2 weeks and complaints of back ache after falling fro... https://t.co/nmdpru4orf',fever,aortaed year old history fever week complaint back ache falling fro ,0.133333333,-0.066666667,Negative,"['aortaed year', 'old history', 'fever', 'week', 'complaint', 'ache', 'fro']","['aortaed', 'old']",Dress in Light Clothing.
739,b'and thanks to the nightmare i have a high fever and it even reached 39.9 celcius this evening...',fever,and thanks nightmare high fever even reached celcius evening ,0.37,0.18,Positive,"['celcius', 'evening']",['high'],The Tao of Pooh by Benjamin Hoff (book)
740,b'decided to pretend that yoongi tour announcement was a fever dream since theres no tour dates for me god bless x',fever,decided pretend yoongi tour announcement fever dream since there tour date god bless x,0,0,Neutral,"['pretend', 'tour announcement', 'fever', 'dream', 'tour date', 'god', 'bless', 'x']","['tour', 'tour']",The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
741,"b'i think i do have a fever, sometimes im really hot then im cold... ive been recovering and i do feel better just not 100% yet'",fever,think fever sometimes im really hot im cold  ive recovering feel better yet,0.783333333,0.05,Positive,"['think', 'fever', 'hot im', 'feel']","['im', 'hot', 'cold', 'ive']","start a daily exercise routine, such as running, cycling, or weightlifting"
742,b'ive had inflamed tonsils and a fever for 3 days but ive still worked and havent missed gym. thats because i act... https://t.co/q5xt6u28gt',fever,ive inflamed tonsil fever day ive still worked havent missed gym thats act ,0,0,Neutral,"['ive', 'day', 'havent']","['tonsil', 'ive', 'gym']",plan a weekend getaway to a nature retreat or spa
743,"b'@dontvotesplit well if they have had it they have had absolutely no symptoms - not even a sniffle, fever, sore thro... https://t.co/groghhlhfr'",fever,well absolutely symptom even sniffle fever sore thro ,0.9,0.2,Positive,['thro'],['symptom'],The Power of Vulnerability Course by Brené Brown (online course)
744,b'oh my god this is  like a fever dream',fever,oh god like fever dream,0,0,Neutral,"['god', 'fever', 'dream']",[],Radical Acceptance: Embracing Your Life with the Heart of a Buddha by Tara Brach (book)
745,b'old town fever | peggy lee vs lil nas x mashup https://t.co/0dmgxoz0fm',fever,old town fever peggy lee v lil na x mashup,0.2,0.1,Positive,"['old town', 'fever', 'mashup']","['old', 'lee']",try a new healthy recipe and cook it from scratch
746,"b'listening to true crime podcasts whilst trying to get commissions finished with a 90 degree fever, why am i like this?'",fever,listening true crime podcasts whilst trying get commission finished degree fever like,0.65,0.35,Positive,"['true crime', 'commission', 'fever']",['true'],plan a weekend getaway to a nature retreat or spa
747,b'this is a fever dream https://t.co/zdqubguqbs',fever,this fever dream,0,0,Neutral,"['this fever', 'dream']",[],Mindful Eating Course by The Center for Mindful Eating (online course)
748,b'i dont believe jennifer armstrong was truly a housewife and you cant convince me otherwise. it was a fever dream. https://t.co/7nheq2jghc',fever,dont believe jennifer armstrong truly housewife cant convince otherwise fever dream,0,0,Neutral,"['dont', 'jennifer', 'housewife cant convince', 'fever dream']","['housewife', 'cant', 'fever']",Positive Psychology: Martin Seligman's Visionary Science 
749,b'@bestofhxc poison idea with nausea as a close second.',nausea,poison idea nausea close second,0,0,Neutral,"['poison', 'idea', 'close second']",['close'],Positive Psychology: Martin Seligman's Visionary Science 
750,"b'@migrainesummit nausea, vomiting, noise light and smell sensitivity, neck pain, excessive yawning, huge urge to jus... https://t.co/wdcu6aq18i'",nausea,nausea vomiting noise light smell sensitivity neck pain excessive yawning huge urge jus ,0.866666667,0.183333333,Positive,"['nausea', 'noise', 'light', 'sensitivity', 'neck', 'excessive yawning', 'huge urge', 'jus']","['excessive', 'huge']","10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge"
751,b'@jermlaflare_ notice how everybody keeps bringing up the benefit for the mothers nausea etc. what about the baby ?... https://t.co/uzgit6b1ij',nausea,notice everybody keep bringing benefit mother nausea etc baby ,0,0,Neutral,"['notice', 'everybody', 'mother', 'nausea', 'baby']",[],Mindful Eating Course by The Center for Mindful Eating (online course)
752,"b'""alright. truth or dare?""\n\n""truth"" taehyung clears his throat, his building worry  churning nausea in his gut.'",nausea,  alright truth dare        truth   taehyung clear throat building worry churning nausea gut,0.641666667,-0.2,Negative,"['alright truth', 'dare', 'truth', 'taehyung', 'clear throat', 'building', 'worry', 'nausea', 'gut']","['alright', 'clear']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
753,"b""@theonlyguru @victori00287561 i definitely felt the nausea after listening to this. it's sad that we no longer trea... https://t.co/p2pa5u8z68""",nausea,  definitely felt nausea listening 's sad longer trea ,0.75,-0.25,Negative,['nausea listening'],"['nausea', 'sad']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
754,b'@sexwmi @aleegiovanni @jermlaflare_ what helps with nausea is the endorphins that thc releases. with that being sai... https://t.co/ufvcfpydz6',nausea,help nausea endorphin thc release sai ,0,0,Neutral,"['help', 'nausea', 'endorphin thc', 'release', 'sai']",['endorphin'],"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
755,"b""holy shit i can't believe how terrible i feel right now. my nausea is kicking my ass so much i think i'm actually g... https://t.co/feg4kmino9""",nausea,  holy shit ca n't believe terrible feel right nausea kicking as much think 'm actually g ,0.527142857,-0.142857143,Negative,"['holy', 'shit', 'terrible feel']","['terrible', 'much', 'g']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
756,"b""@runews getting desperate, or it's worms out of your ass causing you itch and nausea? you are apparently commenting... https://t.co/makdniur2p""",nausea,  getting desperate 's worm as causing itch nausea apparently commenting ,0.675,-0.275,Negative,"['desperate', 'worm', 'itch', 'nausea']",[],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
757,b'@drewskiiiii15 @aleegiovanni @jermlaflare_ it can help with nausea . i heard you should only do it for the first couple of weeks tho',nausea,help nausea heard first couple week tho,0.333333333,0.25,Positive,"['help', 'heard', 'couple week', 'tho']",['couple'],The Inner Game of Tennis by W. Timothy Gallwey (book)
758,"b'rt @hannahgmurdock: ohio residents cite nausea, headaches after train car derailment chemical leaks https://t.co/hfewhuornf https://t.co/1c...'",nausea, ohio resident cite nausea headache train car derailment chemical leak,0,0,Neutral,"['ohio resident', 'cite', 'nausea', 'headache', 'train', 'car', 'derailment chemical', 'leak']","['ohio', 'derailment']",Love Yourself Like Your Life Depends On It by Kamal Ravikant (book)
759,b'nausea that unkind words induce.',nausea,nausea unkind word induce,0,0,Neutral,"['nausea', 'word', 'induce']",[],The Tao of Pooh by Benjamin Hoff (book)
760,"b'rt @lundbeck: at #ean2022, professor cristina tassorelli discussed how #migraine episodes can last days and include pain, nausea, vomiting,...'",nausea, ean professor cristina tassorelli discussed migraine episode last day include pain nausea vomiting ,0.066666667,0,Neutral,"['ean', 'professor', 'cristina', 'tassorelli', 'migraine', 'episode', 'last day', 'pain', 'nausea']",['last'],Join a yoga class or a meditation group
761,"b'rt @mal1976retaf: people are losing livestock. they are feeling nausea, burning eyes and other problems, dead fish and other wildlife for 1...'",nausea, people losing livestock feeling nausea burning eye problem dead fish wildlife ,0.4,-0.2,Negative,"['livestock', 'nausea', 'eye', 'problem', 'dead fish', 'wildlife']",['dead'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
762,"b'@wipmorningshow when joe carter hit that ws winning walk off in gm 6 1993, i felt nausea and total numbness, didnt... https://t.co/m1qyshhcem'",nausea,joe carter hit w winning walk gm felt nausea total numbness didnt ,0.75,0.25,Positive,"['joe', 'carter', 'walk', 'gm', 'nausea total numbness', 'didnt']","['w', 'nausea', 'total']",The Science of Well-Being Course (online course)
763,b'all jealousy and nausea aside. im so excited. the setlist??? the outfits???? yoongi??? itll be sm fun',nausea,all jealousy nausea aside im excited setlist outfit yoongi itll sm fun,0.475,0.3375,Positive,"['all jealousy nausea', 'excited setlist', 'outfit', 'yoongi', 'itll', 'sm', 'fun']","['jealousy', 'excited']",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life by Mark Manson (book)
764,b'i learned something new today if you are struggling with nausea sniff alcohol pads or alcohol.',nausea,learned something new today struggling nausea sniff alcohol pad alcohol,0.454545455,0.136363636,Positive,"['something', 'new today', 'nausea', 'sniff', 'alcohol', 'pad', 'alcohol']",['new'],Radical Acceptance: Embracing Your Life with the Heart of a Buddha by Tara Brach (book)
765,"b'people are losing livestock. they are feeling nausea, burning eyes and other problems, dead fish and other wildlife... https://t.co/jez5i9jgib'",nausea,people losing livestock feeling nausea burning eye problem dead fish wildlife ,0.4,-0.2,Negative,"['livestock', 'nausea', 'eye', 'problem', 'dead fish', 'wildlife']",['dead'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
766,b'had to rush home cause i thought id faint due to nausea. very scary',nausea,had rush home cause thought id faint due nausea scary,0.791666667,-0.375,Negative,"['home', 'cause', 'id faint', 'due nausea']","['id', 'due', 'scary']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
767,"b""@jessicamilnera i can look at a screen now and the sound of the zipper on my work bag doesn't hit me with nausea so... https://t.co/gqdudkqwod""",nausea,  look screen sound zipper work bag n't hit nausea ,0.4,0.4,Positive,"['look', 'screen sound zipper', 'work', 'nausea']","['screen', 'sound']",The Alchemist by Paulo Coelho (book)
768,"b'@kyalexandraaa @jaailaaa they only call for hard drugs not weed, some doctors be telling moms they can smoke to ease their nausea'",nausea,call hard drug weed doctor telling mom smoke ease nausea,0.541666667,-0.291666667,Negative,"['hard drug', 'doctor', 'mom', 'ease', 'nausea']",['hard'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
769,b'some women are allowed to bc of their nausea.. https://t.co/czaygvjrf6',nausea,some woman allowed bc nausea ..,0,0,Neutral,"['some woman', 'bc nausea', '..']",['bc'],"attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
770,"b'still fields (october 10, 1987) [prompt: still fields in the style of a banksy painting]\n\n#nausea by #craftspells https://t.co/lylehekefj'",nausea,still field october prompt still field style banksy painting   nausea craftspells,0,0,Neutral,"['field', 'prompt', 'field', 'style', 'nausea']",[],The Tao of Pooh by Benjamin Hoff (book)
771,"b'rt @chipjacobs1: nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/n9wizfofje'",nausea, nausea wobbling confusion dog getting sick discarded weed,0.857142857,-0.714285714,Negative,"['nausea', 'confusion', 'dog', 'weed']",['sick'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
772,b'latest chainsaw man chapter induced terrible nausea in me. unbearably awful situation. its a good life vibes. fu... https://t.co/07vgeozgmg',nausea,latest chainsaw man chapter induced terrible nausea unbearably awful situation good life vibe fu ,0.875,-0.2,Negative,"['chainsaw', 'man', 'chapter', 'terrible nausea', 'awful situation', 'good life']","['latest', 'terrible', 'awful', 'good']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
773,b'@jakeshieldsajj stop posting these videos. my nausea is getting worse every time',nausea,stop posting video nausea getting worse every time,0.6,-0.4,Negative,"['stop', 'video', 'nausea', 'every time']",['worse'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea."
774,"b'@myniggaeli yeah, that part i understand, especially the nausea. but whats the difference between that &amp; smoking r... https://t.co/bftpmyk78y'",nausea,yeah paunderstand especially nausea whats difference amp smoking r ,1,0,Neutral,"['paunderstand', 'difference', 'r']",['nausea'],The Art of Happiness by Dalai Lama XIV and Howard C. Cutler (book)
775,"b'vertigo is often associated with nausea and vomiting as well as a balance disorder, causing difficulties with standing or walking.'",nausea,vertigo often associated nausea vomiting well balance disorder causing difficulty standing walking,0,0,Neutral,"['nausea', 'disorder', 'difficulty']",[],The How of Happiness by Sonja Lyubomirsky (book)
