,Unnamed: 0,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final,recommend,symptoms1
1391,1391,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/qya2t5iyzw'",nausea,nausea wobbling confusion dog getting sick discarded weed,0.857142857,-0.714285714,Negative,"['nausea', 'confusion', 'dog', 'weed']",['sick'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1399,1399,"b'anyone who experiences really bad nausea during their periods, how do you help it? ive had it almost nonstop the pa... https://t.co/1p6oxev9zj'",nausea,anyone experience really bad nausea period help ive almost nonstop pa ,0.666666667,-0.7,Negative,"['anyone', 'experience', 'bad nausea', 'period', 'help', 'nonstop pa']","['bad', 'nonstop']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1403,1403,b'(is nauseous as fuck and has to wear those anti nausea wrist bands cause im allergic to dramameene) sick cord fonda reference',nausea,nauseous fuck wear anti nausea wrist band cause im allergic dramameene sick cord fonda reference,0.728571429,-0.557142857,Negative,"['nauseous fuck', 'wear anti nausea', 'wrist', 'band', 'cause', 'im', 'allergic dramameene', 'sick cord', 'fonda', 'reference']","['nauseous', 'wear', 'anti', 'allergic', 'sick']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1404,1404,b'actually forgot them coz i remembered half way to my place that i left them behind now nausea is chowing me ',nausea,actually forgot coz remembered half way place left behind nausea chowing,0.241666667,-0.141666667,Negative,"['coz', 'half way', 'place', 'nausea']",['half'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1405,1405,"b""i woke up with awful nausea.  it's medication related,so i will still go to work,, but i won't be comfortable.""",nausea,  woke awful nausea 's medication related still go work wo n't comfortable  ,0.733333333,-0.2,Negative,"['woke', 'awful nausea', 'medication', 'go work']","['awful', 'go']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1407,1407,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/v7yvlgvzva'",nausea,nausea wobbling confusion dog getting sick discarded weed,0.857142857,-0.714285714,Negative,"['nausea', 'confusion', 'dog', 'weed']",['sick'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1413,1413,b'just the usual totally normal nausea for several hours because i ate *checks notes* buttered toast',nausea,just usual totally normal nausea several hour ate check note buttered toast,0.3,-0.033333333,Negative,"['normal nausea several hour', 'ate check', 'note', 'toast']","['usual', 'normal', 'nausea', 'several', 'ate']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1414,1414,b'@wokchic i know it gave you bad nausea before. but then most anti diabetic medications have the same side effects unfortunately.',nausea,know gave bad nausea anti diabetic medication side effect unfortunately,0.833333333,-0.6,Negative,"['bad nausea', 'diabetic medication', 'side', 'effect']","['bad', 'diabetic']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1418,1418,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/qibxmlyv3u'",nausea,nausea wobbling confusion dog getting sick discarded weed,0.857142857,-0.714285714,Negative,"['nausea', 'confusion', 'dog', 'weed']",['sick'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1421,1421,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed - the new york times https://t.co/jgk4zwmiy2'",nausea,nausea wobbling confusion dog getting sick discarded weed new york time,0.655844156,-0.288961039,Negative,"['nausea', 'confusion', 'dog', 'new york', 'time']","['sick', 'new']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1427,1427,b'brianna gheys murder is unfair and breaks my heart to the point of nausea. she was just a kid. life had so much mo... https://t.co/f9gupe1ce1',nausea,brianna gheys murder unfair break heapoint nausea kid life much mo ,0.6,-0.15,Negative,"['brianna', 'unfair break heapoint', 'nausea', 'life', 'much mo']","['unfair', 'break', 'much']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1432,1432,b'onset of extreme nausea',nausea,onset extreme nausea,1.0,-0.125,Negative,['extreme nausea'],['extreme'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1433,1433,"b'now im annoyed, nausea and feeling emotional. whatever'",nausea,now im annoyed nausea feeling emotional whatever,0.725,-0.2,Negative,"['annoyed nausea', 'emotional whatever']","['annoyed', 'emotional']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1436,1436,"b'@judithzeilenga that could be then, but those are extreme reactions--disorientation could cause the nausea though..... https://t.co/0bwvc3cgcb'",nausea,could extreme reaction    disorientation could cause nausea though ..,1.0,-0.125,Negative,"['reaction', 'disorientation']",['..'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1437,1437,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/yp0ccmg4dk'",nausea,nausea wobbling confusion dog getting sick discarded weed,0.857142857,-0.714285714,Negative,"['nausea', 'confusion', 'dog', 'weed']",['sick'],"Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1439,1439,"b""woke up to chills, nausea, and incredible joint pain. i'm so tired of being sick""",nausea,  woke chill nausea incredible joint pain 'm tired sick  ,0.819047619,-0.071428571,Negative,"['woke', 'chill', 'incredible joint', 'pain', 'tired sick']","['incredible', 'tired']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
1442,1442,"b'@libsoftiktok i have bloating, fatigue, and nausea everyday, and im a man. does that mean i have periods everyday?'",nausea,bloating fatigue nausea everyday im man mean period everyday,0.629166667,-0.2375,Negative,"['fatigue', 'nausea', 'everyday im man', 'mean period', 'everyday']","['everyday', 'im', 'mean']","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.","Acupressure: Acupressure, which involves applying pressure to certain points on the body, has been found to be effective in reducing nausea.",No
